302,GPSO,Geoprima Solusi Tbk.,06 Sep 2021,"666,741,103",Pengembangan
303,GSMF,Equity Development Investment,23 Okt 1989,"14,230,399,705",Pengembangan
304,GTBO,Garda Tujuh Buana Tbk,09 Jul 2009,"2,500,000,000",Pengembangan
305,GTSI,GTS Internasional Tbk.,08 Sep 2021,"15,819,142,767",Utama
306,GULA,Aman Agrindo Tbk.,03 Ags 2022,"1,070,362,500",Pengembangan
307,GWSA,Greenwood Sejahtera Tbk.,23 Des 2011,"7,800,760,000",UTAMA
308,GZCO,Gozco Plantations Tbk.,15 Mei 2008,"6,000,000,000",Utama
309,HADE,Himalaya Energi Perkasa Tbk.,12 Apr 2004,"2,120,000,000",PENGEMBANGAN
310,HAIS,Hasnur Internasional Shipping,01 Sep 2021,"2,626,250,000",Utama
311,HATM,Habco Trans Maritima Tbk.,26 Jul 2022,"7,000,000,000",Pengembangan
312,HDFA,Radana Bhaskara Finance Tbk.,10 Mei 2011,"6,542,445,783",Utama
313,HDIT,Hensel Davest Indonesia Tbk.,12 Jul 2019,"1,524,680,000",Utama
314,HDTX,Panasia Indo Resources Tbk.,06 Jun 1990,"3,601,462,800",Pengembangan
315,HEAL,Medikaloka Hermina Tbk.,16 Mei 2018,"14,939,096,469",Utama
316,HELI,Jaya Trishindo Tbk.,27 Mar 2018,"832,862,387",Pengembangan
317,HERO,Hero Supermarket Tbk.,21 Ags 1989,"4,183,634,000",Utama
318,HEXA,Hexindo Adiperkasa Tbk.,13 Feb 1995,"840,000,000",Utama
319,HITS,Humpuss Intermoda Transportasi,15 Des 1997,"7,101,084,801",Utama
320,HKMU,HK Metals Utama Tbk.,09 Okt 2018,"3,221,750,000",Utama
321,HMSP,H.M. Sampoerna Tbk.,15 Ags 1990,"116,318,076,900",Utama
322,HOKI,Buyung Poetra Sembada Tbk.,22 Jun 2017,"9,677,752,680",Utama
323,HOME,Hotel Mandarine Regency Tbk.,17 Jul 2008,"22,212,194,782",PENGEMBANGAN
324,HOMI,Grand House Mulia Tbk.,10 Sep 2020,"1,575,000,000",Pengembangan
325,HOPE,Harapan Duta Pertiwi Tbk.,24 Mei 2021,"2,130,360,201",PENGEMBANGAN
326,HOTL,Saraswati Griya Lestari Tbk.,10 Jan 2013,"3,550,001,452",Utama
327,HRME,Menteng Heritage Realty Tbk.,12 Apr 2019,"5,958,750,000",Pengembangan
328,HRTA,Hartadinata Abadi Tbk.,21 Jun 2017,"4,605,262,400",Utama
329,HRUM,Harum Energy Tbk.,06 Okt 2010,"13,518,100,000",Utama
330,IATA,MNC Energy Investments Tbk.,13 Sep 2006,"11,415,812,114",Pengembangan
331,IBFN,Intan Baru Prana Tbk.,22 Des 2014,"1,517,332,349",Pengembangan
332,IBOS,Indo Boga Sukses Tbk.,25 Apr 2022,"8,036,800,000",Akselerasi
333,IBST,Inti Bangun Sejahtera Tbk.,31 Ags 2012,"1,350,904,927",Utama
334,ICBP,Indofood CBP Sukses Makmur Tbk,07 Okt 2010,"11,661,908,000",Utama
335,ICON,Island Concepts Indonesia Tbk.,08 Jul 2005,"1,089,750,000",Pengembangan
336,IDEA,Idea Indonesia Akademi Tbk.,09 Sep 2021,"1,062,437,500",Akselerasi
337,IDPR,Indonesia Pondasi Raya Tbk.,10 Des 2015,"2,003,000,000",Utama
338,IFII,Indonesia Fibreboard Industry,10 Des 2019,"9,412,000,000",Utama
339,IFSH,Ifishdeco Tbk.,05 Des 2019,"2,125,000,000",Pengembangan
340,IGAR,Champion Pacific Indonesia Tbk,05 Nov 1990,"972,204,500",Utama
341,IIKP,Inti Agri Resources Tbk,14 Okt 2002,"33,600,000,000",Pengembangan
342,IKAI,Intikeramik Alamasri Industri,04 Jun 1997,"13,305,799,387",Utama
343,IKAN,Era Mandiri Cemerlang Tbk.,12 Feb 2020,"833,333,000",Pengembangan
344,IKBI,Sumi Indo Kabel Tbk.,21 Jan 1991,"1,224,000,000",PENGEMBANGAN
345,IMAS,Indomobil Sukses Internasional,15 Sep 1993,"3,994,291,039",UTAMA
346,IMJS,Indomobil Multi Jasa Tbk.,10 Des 2013,"8,654,325,000",Utama
347,IMPC,Impack Pratama Industri Tbk.,17 Des 2014,"4,833,500,000",Pengembangan
348,INAF,Indofarma Tbk.,17 Apr 2001,"3,099,267,500",Utama
349,INAI,Indal Aluminium Industry Tbk.,05 Des 1994,"633,600,000",PENGEMBANGAN
350,INCF,Indo Komoditi Korpora Tbk.,06 Sep 2016,"1,438,370,465",Pengembangan
351,INCI,Intanwijaya Internasional Tbk,24 Jul 1990,"196,121,237",Utama
352,INCO,Vale Indonesia Tbk.,16 Mei 1990,"9,936,338,720",Utama
353,INDF,Indofood Sukses Makmur Tbk.,14 Jul 1994,"8,780,426,500",Utama
354,INDO,Royalindo Investa Wijaya Tbk.,13 Jan 2020,"4,357,771,041",Pengembangan
355,INDR,Indo-Rama Synthetics Tbk.,03 Ags 1990,"654,351,707",Utama
356,INDS,Indospring Tbk.,10 Ags 1990,"656,249,710",PENGEMBANGAN
357,INDX,Tanah Laut Tbk,17 Mei 2001,"437,913,588",Pengembangan
358,INDY,Indika Energy Tbk.,11 Jun 2008,"5,210,192,000",Utama
359,INKP,Indah Kiat Pulp & Paper Tbk.,16 Jul 1990,"5,470,982,941",Utama
360,INOV,Inocycle Technology Group Tbk.,10 Jul 2019,"1,808,221,900",Pengembangan
361,INPC,Bank Artha Graha Internasional,23 Ags 1990,"20,021,178,779",Utama
362,INPP,Indonesian Paradise Property T,12 Jan 2004,"11,181,971,732",Pengembangan
363,INPS,Indah Prakasa Sentosa Tbk.,06 Apr 2018,"650,000,000",Pengembangan
364,INRU,Toba Pulp Lestari Tbk.,18 Jun 1990,"1,388,883,283",Pengembangan
365,INTA,Intraco Penta Tbk.,23 Ags 1993,"3,343,935,022",Pengembangan
366,INTD,Inter Delta Tbk,18 Des 1989,"591,828,000",Pengembangan
367,INTP,Indocement Tunggal Prakarsa Tb,05 Des 1989,"3,681,231,699",Utama
368,IPAC,Era Graharealty Tbk.,30 Jun 2021,"949,868,500",Akselerasi
369,IPCC,Indonesia Kendaraan Terminal T,09 Jul 2018,"1,818,384,820",Utama
370,IPCM,Jasa Armada Indonesia Tbk.,22 Des 2017,"5,284,811,100",Utama
371,IPOL,Indopoly Swakarsa Industry Tbk,09 Jul 2010,"6,443,379,509",Utama
372,IPPE,Indo Pureco Pratama Tbk.,09 Des 2021,"4,600,000,000",Pengembangan
373,IPTV,MNC Vision Networks Tbk.,08 Jul 2019,"42,197,950,841",Utama
374,IRRA,Itama Ranoraya Tbk.,15 Okt 2019,"1,600,000,000",Pengembangan
375,ISAT,Indosat Tbk.,19 Okt 1994,"8,062,702,740",Utama
376,ISSP,Steel Pipe Industry of Indones,22 Feb 2013,"7,185,992,035",Utama
377,ITIC,Indonesian Tobacco Tbk.,04 Jul 2019,"940,720,000",Pengembangan
378,ITMA,Sumber Energi Andalan Tbk.,10 Des 1990,"870,701,000",Pengembangan
379,ITMG,Indo Tambangraya Megah Tbk.,18 Des 2007,"1,129,925,000",Utama
380,JARR,Jhonlin Agro Raya Tbk.,04 Ags 2022,"8,000,000,000",Pengembangan
381,JAST,Jasnita Telekomindo Tbk.,16 Mei 2019,"1,082,574,979",Pengembangan
382,JAWA,Jaya Agra Wattie Tbk.,30 Mei 2011,"3,774,685,500",Utama
383,JAYA,Armada Berjaya Trans Tbk.,21 Feb 2019,"795,628,830",Pengembangan
384,JECC,Jembo Cable Company Tbk.,18 Nov 1992,"151,200,000",PENGEMBANGAN
385,JGLE,Graha Andrasentra Propertindo,29 Jun 2016,"22,581,909,405",Pengembangan
386,JIHD,Jakarta International Hotels &,29 Feb 1984,"2,329,040,482",Pengembangan
387,JKON,Jaya Konstruksi Manggala Prata,04 Des 2007,"16,308,519,860",Utama
388,JKSW,Jakarta Kyoei Steel Works Tbk.,06 Ags 1997,"150,000,000",Pengembangan
389,JMAS,Asuransi Jiwa Syariah Jasa Mit,18 Des 2017,"1,000,000,000",Pengembangan
390,JPFA,Japfa Comfeed Indonesia Tbk.,23 Okt 1989,"11,726,575,201",Utama
391,JRPT,Jaya Real Property Tbk.,29 Jun 1994,"13,750,000,000",Utama
392,JSKY,Sky Energy Indonesia Tbk.,28 Mar 2018,"2,032,540,000",Utama
393,JSMR,Jasa Marga (Persero) Tbk.,12 Nov 2007,"7,257,871,200",Utama
394,JSPT,Jakarta Setiabudi Internasiona,12 Jan 1998,"2,318,736,000",Pengembangan
395,JTPE,Jasuindo Tiga Perkasa Tbk.,16 Apr 2002,"6,852,050,000",Pengembangan
396,KAEF,Kimia Farma Tbk.,04 Jul 2001,"5,554,000,000",Utama
397,KARW,ICTSI Jasa Prima Tbk.,20 Des 1994,"587,152,700",Pengembangan
398,KAYU,Darmi Bersaudara Tbk.,04 Jul 2019,"665,000,000",Pengembangan
399,KBAG,Karya Bersama Anugerah Tbk.,08 Apr 2020,"7,150,001,691",Pengembangan
400,KBLI,KMI Wire & Cable Tbk.,06 Jul 1992,"4,007,235,107",Utama
401,KBLM,Kabelindo Murni Tbk.,01 Jun 1992,"1,120,000,000",PENGEMBANGAN
402,KBLV,First Media Tbk.,25 Feb 2000,"1,742,167,907",Pengembangan
403,KBRI,Kertas Basuki Rachmat Indonesi,11 Jul 2008,"8,687,995,734",PENGEMBANGAN
404,KDSI,Kedawung Setia Industrial Tbk.,29 Jul 1996,"405,000,000",Pengembangan
405,KEEN,Kencana Energi Lestari Tbk.,02 Sep 2019,"3,666,312,500",Utama
406,KEJU,Mulia Boga Raya Tbk.,25 Nov 2019,"1,500,000,000",Pengembangan
407,KIAS,Keramika Indonesia Assosiasi T,08 Des 1994,"14,929,100,000",Pengembangan
408,KICI,Kedaung Indah Can Tbk,28 Okt 1993,"276,000,000",UTAMA
409,KIJA,Kawasan Industri Jababeka Tbk.,10 Jan 1995,"20,824,888,369",Utama
410,KINO,Kino Indonesia Tbk.,11 Des 2015,"1,428,571,500",Utama
411,KIOS,Kioson Komersial Indonesia Tbk,05 Okt 2017,"1,075,859,850",Pengembangan
412,KJEN,Krida Jaringan Nusantara Tbk.,01 Jul 2019,"500,000,000",Pengembangan
413,KKES,Kusuma Kemindo Sentosa Tbk.,08 Ags 2022,"1,500,000,000",Pengembangan
414,KKGI,Resource Alam Indonesia Tbk.,01 Jul 1991,"5,000,000,000",Utama
415,KLBF,Kalbe Farma Tbk.,30 Jul 1991,"46,875,122,110",Utama
416,KLIN,Klinko Karya Imaji Tbk.,09 Ags 2022,"1,307,500,000",Akselerasi
417,KMDS,Kurniamitra Duta Sentosa Tbk.,07 Sep 2020,"800,000,000",Pengembangan
418,KMTR,Kirana Megatara Tbk.,19 Jun 2017,"8,215,366,379",Pengembangan
419,KOBX,Kobexindo Tractors Tbk.,05 Jul 2012,"2,272,500,000",Utama
420,KOIN,Kokoh Inti Arebama Tbk,09 Apr 2008,"980,843,732",Pengembangan
421,KONI,Perdana Bangun Pusaka Tbk,22 Ags 1995,"312,000,000",Pengembangan
422,KOPI,Mitra Energi Persada Tbk.,04 Mei 2015,"697,266,668",Pengembangan
423,KOTA,DMS Propertindo Tbk.,09 Jul 2019,"10,546,185,701",Utama
424,KPAL,Steadfast Marine Tbk.,08 Jun 2018,"1,069,009,400",Pengembangan
425,KPAS,Cottonindo Ariesta Tbk.,05 Okt 2018,"768,043,253",Pengembangan
426,KPIG,MNC Land Tbk.,30 Mar 2000,"88,688,299,330",Pengembangan
427,KRAH,Grand Kartech Tbk.,08 Nov 2013,"971,190,000",Pengembangan
428,KRAS,Krakatau Steel (Persero) Tbk.,10 Nov 2010,"19,346,396,900",Utama
429,KREN,Kresna Graha Investama Tbk.,28 Jun 2002,"18,208,470,100",Utama
430,KRYA,Bangun Karya Perkasa Jaya Tbk.,25 Jul 2022,"1,625,000,000",Pengembangan
431,KUAS,Ace Oldfields Tbk.,25 Okt 2021,"1,292,573,812",Pengembangan
432,LABA,Ladangbaja Murni Tbk.,10 Jun 2021,"1,011,320,285",Pengembangan
433,LAND,Trimitra Propertindo Tbk.,23 Ags 2018,"2,792,620,000",Pengembangan
434,LAPD,Leyand International Tbk.,17 Jul 2001,"3,966,350,139",Pengembangan
435,LCGP,Eureka Prima Jakarta Tbk.,13 Jul 2007,"5,630,000,914",Pengembangan
436,LCKM,LCK Global Kedaton Tbk.,16 Jan 2018,"1,000,000,000",Pengembangan
437,LEAD,Logindo Samudramakmur Tbk.,11 Des 2013,"4,049,616,328",UTAMA
438,LFLO,Imago Mulia Persada Tbk.,07 Apr 2021,"1,307,734,937",AKSELERASI
439,LIFE,Asuransi Jiwa Sinarmas MSIG Tb,09 Jul 2019,"2,100,000,000",Utama
440,LINK,Link Net Tbk.,02 Jun 2014,"2,863,195,484",Utama
441,LION,Lion Metal Works Tbk.,20 Ags 1993,"520,160,000",Utama
442,LMAS,Limas Indonesia Makmur Tbk,28 Des 2001,"787,851,525",PENGEMBANGAN
443,LMPI,Langgeng Makmur Industri Tbk.,17 Okt 1994,"1,008,517,669",PENGEMBANGAN
444,LMSH,Lionmesh Prima Tbk.,04 Jun 1990,"96,000,000",Pengembangan
445,LPCK,Lippo Cikarang Tbk,24 Jul 1997,"2,679,600,000",Utama
446,LPGI,Lippo General Insurance Tbk.,22 Jul 1997,"300,000,000",Utama
447,LPIN,Multi Prima Sejahtera Tbk,05 Feb 1990,"425,000,000",Pengembangan
448,LPKR,Lippo Karawaci Tbk.,28 Jun 1996,"70,898,018,369",Utama
449,LPLI,Star Pacific Tbk,23 Okt 1989,"1,170,432,803",Pengembangan
450,LPPF,Matahari Department Store Tbk.,09 Okt 1989,"2,364,423,580",Utama
451,LPPS,Lenox Pasifik Investama Tbk.,28 Mar 1994,"2,588,250,000",Pengembangan
452,LRNA,Eka Sari Lorena Transport Tbk.,15 Apr 2014,"350,000,022",PENGEMBANGAN
453,LSIP,PP London Sumatra Indonesia Tb,05 Jul 1996,"6,822,863,965",Utama
454,LTLS,Lautan Luas Tbk.,21 Jul 1997,"1,560,000,000",Utama
455,LUCK,Sentral Mitra Informatika Tbk.,28 Nov 2018,"715,749,640",Pengembangan
456,LUCY,Lima Dua Lima Tiga Tbk.,05 Mei 2021,"1,042,699,903",Akselerasi
457,MABA,Marga Abhinaya Abadi Tbk.,22 Jun 2017,"15,365,229,912",PENGEMBANGAN
458,MAGP,Multi Agro Gemilang Plantation,16 Jan 2013,"9,000,000,004",Pengembangan
459,MAIN,Malindo Feedmill Tbk.,10 Feb 2006,"2,238,750,000",Utama
460,MAMI,Mas Murni Indonesia Tbk,09 Feb 1994,"12,299,317,590",Pengembangan
461,MAPA,Map Aktif Adiperkasa Tbk.,05 Jul 2018,"2,850,400,000",Utama
462,MAPB,MAP Boga Adiperkasa Tbk.,21 Jun 2017,"2,170,922,900",Pengembangan
463,MAPI,Mitra Adiperkasa Tbk.,10 Nov 2004,"16,600,000,000",Utama
464,MARI,Mahaka Radio Integra Tbk.,11 Feb 2016,"5,252,644,000",Pengembangan
465,MARK,Mark Dynamics Indonesia Tbk.,12 Jul 2017,"3,800,000,310",Utama
466,MASA,Multistrada Arah Sarana Tbk.,09 Jun 2005,"9,182,946,945",Utama
467,MASB,Bank Multiarta Sentosa Tbk.,30 Jun 2021,"1,263,679,570",Pengembangan
468,MAYA,Bank Mayapada Internasional Tb,29 Ags 1997,"11,714,045,161",Utama
469,MBAP,Mitrabara Adiperdana Tbk.,10 Jul 2014,"1,227,271,952",Pengembangan
470,MBSS,Mitrabahtera Segara Sejati Tbk,06 Apr 2011,"1,750,026,639",Utama
471,MBTO,Martina Berto Tbk.,13 Jan 2011,"1,070,000,000",Utama
472,MCAS,M Cash Integrasi Tbk.,01 Nov 2017,"867,933,300",Pengembangan
473,MCOL,Prima Andalan Mandiri Tbk.,07 Sep 2021,"3,555,560,000",Utama
474,MCOR,Bank China Construction Bank I,03 Jul 2007,"37,540,533,209",Utama
475,MDIA,Intermedia Capital Tbk.,11 Apr 2014,"39,215,538,400",Pengembangan
476,MDKA,Merdeka Copper Gold Tbk.,19 Jun 2015,"24,110,850,771",Utama
477,MDKI,Emdeki Utama Tbk.,25 Sep 2017,"2,530,150,002",Utama
478,MDLN,Modernland Realty Tbk.,01 Jun 1994,"12,533,067,322",UTAMA
479,MDRN,Modern Internasional Tbk.,16 Jul 1991,"7,632,167,798",Pengembangan
480,MEDC,Medco Energi Internasional Tbk,12 Okt 1994,"25,136,231,252",Utama
481,MEDS,Hetzer Medical Indonesia Tbk.,10 Ags 2022,"1,562,500,000",Pengembangan
482,MEGA,Bank Mega Tbk.,17 Apr 2000,"11,623,514,905",Utama
483,MERK,Merck Tbk.,23 Jul 1981,"448,000,000",PENGEMBANGAN
484,META,Nusantara Infrastructure Tbk.,18 Jul 2001,"17,710,708,194",Utama
485,MFIN,Mandala Multifinance Tbk.,06 Sep 2005,"2,650,000,000",Pengembangan
486,MFMI,Multifiling Mitra Indonesia Tb,29 Des 2010,"757,581,000",Pengembangan
487,MGLV,Panca Anugrah Wisesa Tbk.,08 Jun 2021,"1,904,883,411",Akselerasi
488,MGNA,Magna Investama Mandiri Tbk.,08 Jul 2014,"3,410,475,322",Pengembangan
489,MGRO,Mahkota Group Tbk.,12 Jul 2018,"3,554,445,700",Utama
490,MICE,Multi Indocitra Tbk.,21 Des 2005,"600,000,000",PENGEMBANGAN
491,MIDI,Midi Utama Indonesia Tbk.,30 Nov 2010,"2,882,353,000",Pengembangan
492,MIKA,Mitra Keluarga Karyasehat Tbk.,24 Mar 2015,"14,246,349,500",Utama
493,MINA,Sanurhasta Mitra Tbk.,28 Apr 2017,"6,562,500,000",Pengembangan
494,MIRA,Mitra International Resources,30 Jan 1997,"3,961,452,039",Pengembangan
495,MITI,Mitra Investindo Tbk.,16 Jul 1997,"2,442,988,366",Pengembangan
496,MKNT,Mitra Komunikasi Nusantara Tbk,26 Okt 2015,"5,500,000,000",Pengembangan
497,MKPI,Metropolitan Kentjana Tbk.,10 Jul 2009,"948,194,000",Pengembangan
498,MLBI,Multi Bintang Indonesia Tbk.,15 Des 1981,"2,107,000,000",Utama
499,MLIA,Mulia Industrindo Tbk,17 Jan 1994,"6,615,000,000",Pengembangan
500,MLPL,Multipolar Tbk.,06 Nov 1989,"15,682,323,987",Utama
501,MLPT,Multipolar Technology Tbk.,08 Jul 2013,"1,875,000,000",Utama
502,MMLP,Mega Manunggal Property Tbk.,12 Jun 2015,"6,889,134,608",PENGEMBANGAN
503,MNCN,Media Nusantara Citra Tbk.,22 Jun 2007,"15,049,787,710",Utama
504,MOLI,Madusari Murni Indah Tbk.,30 Ags 2018,"2,724,036,581",Pengembangan
505,MORA,Mora Telematika Indonesia Tbk.,08 Ags 2022,"23,646,668,691",Utama
506,MPMX,Mitra Pinasthika Mustika Tbk.,29 Mei 2013,"4,462,963,276",Utama
507,MPOW,Megapower Makmur Tbk.,05 Jul 2017,"816,997,053",Pengembangan
508,MPPA,Matahari Putra Prima Tbk.,21 Des 1992,"8,477,734,948",Utama
509,MPRO,Maha Properti Indonesia Tbk.,09 Okt 2018,"9,942,500,000",Pengembangan
510,MRAT,Mustika Ratu Tbk.,27 Jul 1995,"428,000,000",Utama
511,MREI,Maskapai Reasuransi Indonesia,04 Sep 1989,"517,791,681",Pengembangan
512,MSIN,MNC Digital Entertainment Tbk.,08 Jun 2018,"11,444,400,000",Utama
513,MSKY,MNC Sky Vision Tbk.,09 Jul 2012,"1,994,370,480",Utama
514,MTDL,Metrodata Electronics Tbk.,09 Apr 1990,"12,276,884,585",Utama
515,MTEL,Dayamitra Telekomunikasi Tbk.,22 Nov 2021,"83,515,452,844",Utama
516,MTFN,Capitalinc Investment Tbk.,16 Apr 1990,"31,842,082,852",Pengembangan
517,MTLA,Metropolitan Land Tbk.,20 Jun 2011,"7,655,126,330",Utama
518,MTMH,Murni Sadar Tbk.,20 Apr 2022,"2,068,526,950",Utama
519,MTPS,Meta Epsi Tbk.,10 Apr 2019,"2,084,850,829",PENGEMBANGAN
520,MTRA,Mitra Pemuda Tbk.,10 Feb 2016,"770,000,000",Pengembangan
521,MTSM,Metro Realty Tbk.,08 Jan 1992,"232,848,000",Pengembangan
522,MTWI,Malacca Trust Wuwungan Insuran,12 Okt 2017,"1,525,819,116",Pengembangan
523,MYOH,Samindo Resources Tbk.,27 Jul 2000,"2,206,312,500",Utama
524,MYOR,Mayora Indah Tbk.,04 Jul 1990,"22,358,699,725",Utama
525,MYRX,Hanson International Tbk.,31 Okt 1990,"86,703,220,792",Pengembangan
526,MYTX,Asia Pacific Investama Tbk.,10 Okt 1989,"7,747,281,949",Pengembangan
527,NANO,Nanotech Indonesia Global Tbk.,10 Mar 2022,"4,285,003,661",Akselerasi
528,NASA,Andalan Perkasa Abadi Tbk.,07 Ags 2017,"11,004,929,322",Pengembangan
529,NASI,Wahana Inti Makmur Tbk.,13 Des 2021,"807,400,000",Pengembangan
530,NATO,Surya Permata Andalan Tbk.,18 Jan 2019,"8,001,111,504",Pengembangan
531,NELY,Pelayaran Nelly Dwi Putri Tbk.,11 Okt 2012,"2,350,000,000",Pengembangan
532,NETV,Net Visi Media Tbk.,26 Jan 2022,"23,453,177,240",Pengembangan
533,NFCX,NFC Indonesia Tbk.,12 Jul 2018,"666,667,500",Pengembangan
534,NICK,Charnic Capital Tbk.,02 Mei 2018,"651,150,000",PENGEMBANGAN
535,NICL,PAM Mineral Tbk.,09 Jul 2021,"9,662,515,101",Pengembangan
536,NIKL,Pelat Timah Nusantara Tbk.,14 Des 2009,"2,523,350,000",Utama
537,NIPS,Nipress Tbk.,24 Jul 1991,"1,635,333,332",Pengembangan
538,NIRO,City Retail Developments Tbk.,13 Sep 2012,"22,198,871,804",Pengembangan
539,NISP,Bank OCBC NISP Tbk.,20 Okt 1994,"22,715,776,032",Utama
540,NOBU,Bank Nationalnobu Tbk.,20 Mei 2013,"4,556,256,627",Utama
541,NPGF,Nusa Palapa Gemilang Tbk.,14 Apr 2021,"3,240,235,840",Utama
542,NRCA,Nusa Raya Cipta Tbk.,27 Jun 2013,"2,496,258,344",Utama
543,NTBK,Nusatama Berkah Tbk.,09 Feb 2022,"2,700,011,364",Pengembangan
544,NUSA,Sinergi Megah Internusa Tbk.,12 Jul 2018,"7,700,000,148",Pengembangan
545,NZIA,Nusantara Almazia Tbk.,25 Sep 2019,"2,197,540,705",UTAMA
546,OASA,Maharaksa Biru Energi Tbk.,18 Jul 2016,"358,600,000",Pengembangan
547,OBMD,OBM Drilchem Tbk.,08 Des 2021,"732,005,900",Pengembangan
548,OCAP,Onix Capital Tbk.,10 Okt 2003,"273,200,000",Pengembangan
549,OILS,Indo Oil Perkasa Tbk.,06 Sep 2021,"454,056,563",Pengembangan
550,OKAS,Ancora Indonesia Resources Tbk,29 Mar 2006,"1,765,927,777",Pengembangan
551,OLIV,Oscar Mitra Sukses Sejahtera T,17 Mei 2022,"1,900,000,000",Akselerasi
552,OMRE,Indonesia Prima Property Tbk,22 Ags 1994,"1,745,000,000",Pengembangan
553,OPMS,Optima Prima Metal Sinergi Tbk,23 Sep 2019,"1,000,000,000",Pengembangan
554,PADI,Minna Padi Investama Sekuritas,09 Jan 2012,"11,307,246,524",Utama
555,PALM,Provident Investasi Bersama Tb,08 Okt 2012,"7,119,540,356",Pengembangan
556,PAMG,Bima Sakti Pertiwi Tbk.,05 Jul 2019,"3,125,000,000",Utama
557,PANI,Pratama Abadi Nusa Industri Tb,18 Sep 2018,"13,530,000,000",Pengembangan
558,PANR,Panorama Sentrawisata Tbk.,18 Sep 2001,"1,200,000,000",Utama
559,PANS,Panin Sekuritas Tbk.,31 Mei 2000,"720,000,000",Utama
560,PBID,Panca Budi Idaman Tbk.,13 Des 2017,"1,875,000,000",Utama
561,PBRX,Pan Brothers Tbk.,16 Ags 1990,"6,478,295,611",Utama
562,PBSA,Paramita Bangun Sarana Tbk.,28 Sep 2016,"3,000,000,000",Utama
563,PCAR,Prima Cakrawala Abadi Tbk.,29 Des 2017,"1,166,666,700",Pengembangan
564,PDES,Destinasi Tirta Nusantara Tbk,08 Jul 2008,"715,000,000",Pengembangan
565,PEGE,Panca Global Kapital Tbk.,24 Jun 2005,"2,833,417,056",Pengembangan
566,PEHA,Phapros Tbk.,26 Des 2018,"840,000,000",Utama
567,PGAS,Perusahaan Gas Negara Tbk.,15 Des 2003,"24,241,508,196",Utama
568,PGJO,Tourindo Guide Indonesia Tbk.,08 Jan 2020,"759,859,095",Akselerasi
569,PGLI,Pembangunan Graha Lestari Inda,05 Apr 2000,"488,000,000",Pengembangan
570,PGUN,Pradiksi Gunatama Tbk.,07 Jul 2020,"4,998,360,000",Utama
571,PICO,Pelangi Indah Canindo Tbk,23 Sep 1996,"568,375,000",Pengembangan
572,PJAA,Pembangunan Jaya Ancol Tbk.,02 Jul 2004,"1,599,999,996",Utama
573,PKPK,Perdana Karya Perkasa Tbk,11 Jul 2007,"600,000,000",Pengembangan
574,PLAN,Planet Properindo Jaya Tbk.,15 Sep 2020,"892,863,180",Akselerasi
575,PLAS,Polaris Investama Tbk,16 Mar 2001,"1,184,200,000",PENGEMBANGAN
576,PLIN,Plaza Indonesia Realty Tbk.,15 Jun 1992,"3,550,000,000",Utama
577,PMJS,Putra Mandiri Jembar Tbk.,18 Des 2019,"13,755,600,000",Pengembangan
578,PMMP,Panca Mitra Multiperdana Tbk.,18 Des 2020,"2,353,000,000",Utama
579,PNBN,Bank Pan Indonesia Tbk,29 Des 1982,"23,837,645,998",Utama
580,PNBS,Bank Panin Dubai Syariah Tbk.,15 Jan 2014,"38,425,504,906",Utama
581,PNGO,Pinago Utama Tbk.,31 Ags 2020,"781,250,000",Pengembangan
582,PNIN,Paninvest Tbk.,20 Sep 1983,"4,068,323,920",Utama
583,PNLF,Panin Financial Tbk.,14 Jun 1983,"32,022,073,293",UTAMA
584,PNSE,Pudjiadi & Sons Tbk.,01 Mei 1990,"797,813,496",Pengembangan
585,POLA,Pool Advista Finance Tbk.,16 Nov 2018,"2,729,385,300",Pengembangan
586,POLI,Pollux Hotels Group Tbk.,10 Jan 2019,"2,010,526,400",Pengembangan
587,POLL,Pollux Properties Indonesia Tb,11 Jul 2018,"8,318,823,600",Pengembangan
588,POLU,Golden Flower Tbk.,26 Jun 2019,"750,000,000",Pengembangan
589,POLY,Asia Pacific Fibers Tbk,12 Mar 1991,"2,495,753,334",Pengembangan
590,POOL,Pool Advista Indonesia Tbk.,20 Mei 1991,"2,341,366,264",Pengembangan
591,PORT,Nusantara Pelabuhan Handal Tbk,16 Mar 2017,"2,813,941,985",Pengembangan
592,POSA,Bliss Properti Indonesia Tbk.,10 Mei 2019,"8,388,870,206",Pengembangan
593,POWR,Cikarang Listrindo Tbk.,14 Jun 2016,"16,087,156,000",Utama
594,PPGL,Prima Globalindo Logistik Tbk.,20 Jul 2020,"771,178,020",Akselerasi
595,PPRE,PP Presisi Tbk.,24 Nov 2017,"10,224,271,000",Utama
596,PPRO,PP Properti Tbk.,19 Mei 2015,"61,675,671,883",Utama
597,PRAS,Prima Alloy Steel Universal Tb,12 Jul 1990,"701,043,478",Utama
598,PRDA,Prodia Widyahusada Tbk.,07 Des 2016,"937,500,000",Utama
599,PRIM,Royal Prima Tbk.,15 Mei 2018,"3,393,434,905",Pengembangan
600,PSAB,J Resources Asia Pasifik Tbk.,22 Apr 2003,"26,460,000,000",Pengembangan
601,PSDN,Prasidha Aneka Niaga Tbk,18 Okt 1994,"1,440,000,000",Pengembangan
602,PSGO,Palma Serasih Tbk.,25 Nov 2019,"18,850,000,000",Pengembangan
603,PSKT,Red Planet Indonesia Tbk.,19 Sep 1995,"10,351,231,636",PENGEMBANGAN
604,PSSI,Pelita Samudera Shipping Tbk.,05 Des 2017,"5,417,063,153",Utama
